Step,MeanMyelination,MaxMyelination
1520,1.3222558498382568,1.324615478515625
1521,1.3225558996200562,1.3249155282974243
1522,1.3228559494018555,1.3252155780792236
1523,1.3231558799743652,1.325515627861023
1524,1.3234559297561646,1.3258156776428223
1525,1.3237560987472534,1.3261157274246216
1526,1.3240560293197632,1.326415777206421
1527,1.324356198310852,1.3267158269882202
1528,1.3246562480926514,1.3270158767700195
1529,1.3249561786651611,1.3273159265518188
1530,1.3252562284469604,1.3276159763336182
1531,1.3255562782287598,1.3279160261154175
1532,1.325856328010559,1.3282160758972168
1533,1.326156497001648,1.3285161256790161
1534,1.3264564275741577,1.3288161754608154
1535,1.3267565965652466,1.3291162252426147
1536,1.327056646347046,1.329416275024414
1537,1.3273566961288452,1.3297163248062134
1538,1.3276567459106445,1.3300163745880127
1539,1.3279566764831543,1.330316424369812
1540,1.3282567262649536,1.3306164741516113
1541,1.3285568952560425,1.3309165239334106
1542,1.3288568258285522,1.33121657371521
1543,1.3291569948196411,1.3315166234970093
1544,1.3294570446014404,1.3318166732788086
1545,1.3297569751739502,1.332116723060608
1546,1.3300570249557495,1.3324167728424072
1547,1.3303570747375488,1.3327168226242065
1548,1.3306571245193481,1.3330168724060059
1549,1.330957293510437,1.3333169221878052
1550,1.3312572240829468,1.3336169719696045
1551,1.3315573930740356,1.3339170217514038
1552,1.331857442855835,1.3342170715332031
1553,1.3321574926376343,1.3345171213150024
1554,1.3324575424194336,1.3348171710968018
1555,1.3327574729919434,1.335117220878601
1556,1.3330575227737427,1.3354172706604004
1557,1.3333576917648315,1.3357173204421997
1558,1.3336575031280518,1.336017370223999
1559,1.3339577913284302,1.3363174200057983
1560,1.3342578411102295,1.3366174697875977
1561,1.3345577716827393,1.336917519569397
1562,1.3348579406738281,1.3372175693511963
1563,1.335157871246338,1.3375176191329956
1564,1.3354579210281372,1.337817668914795
1565,1.335758090019226,1.3381177186965942
1566,1.3360581398010254,1.3384177684783936
1567,1.3363581895828247,1.3387178182601929
1568,1.3366583585739136,1.3390178680419922
1569,1.3369581699371338,1.3393179178237915
1570,1.3372583389282227,1.3396179676055908
1571,1.3375582695007324,1.3399180173873901
1572,1.3378583192825317,1.3402180671691895
1573,1.3381584882736206,1.3405181169509888
1574,1.3384582996368408,1.340818166732788
1575,1.3387585878372192,1.3411182165145874
1576,1.339058756828308,1.3414182662963867
1577,1.3393585681915283,1.341718316078186
1578,1.3396587371826172,1.3420183658599854
1579,1.339958667755127,1.3423184156417847
1580,1.3402587175369263,1.342618465423584
1581,1.3405588865280151,1.3429185152053833
1582,1.3408589363098145,1.3432185649871826
1583,1.3411589860916138,1.343518614768982
1584,1.3414591550827026,1.3438186645507812
1585,1.3417589664459229,1.3441187143325806
1586,1.3420591354370117,1.3444187641143799
1587,1.3423590660095215,1.3447188138961792
1588,1.3426591157913208,1.3450188636779785
1589,1.3429592847824097,1.3453189134597778
1590,1.3432590961456299,1.3456189632415771
1591,1.3435593843460083,1.3459190130233765
1592,1.3438595533370972,1.3462190628051758
1593,1.3441593647003174,1.346519112586975
1594,1.3444595336914062,1.3468191623687744
1595,1.344759464263916,1.3471192121505737
1596,1.3450595140457153,1.347419261932373
1597,1.3453596830368042,1.3477193117141724
1598,1.3456597328186035,1.3480193614959717
1599,1.3459597826004028,1.348319411277771
1600,1.3462599515914917,1.3486194610595703
1601,1.346559762954712,1.3489195108413696
1602,1.3468599319458008,1.349219560623169
1603,1.3471598625183105,1.3495196104049683
1604,1.3474599123001099,1.3498196601867676
1605,1.3477600812911987,1.350119709968567
1606,1.348059892654419,1.3504197597503662
1607,1.3483601808547974,1.3507198095321655
1608,1.3486603498458862,1.3510198593139648
1609,1.3489601612091064,1.3513199090957642
1610,1.3492603302001953,1.3516199588775635
1611,1.349560260772705,1.3519200086593628
1612,1.3498603105545044,1.352220058441162
1613,1.3501604795455933,1.3525201082229614
1614,1.3504605293273926,1.3528201580047607
1615,1.350760579109192,1.35312020778656
1616,1.3510607481002808,1.3534202575683594
1617,1.351360559463501,1.3537203073501587
1618,1.3516607284545898,1.354020357131958
1619,1.3519606590270996,1.3543204069137573
1620,1.352260708808899,1.3546204566955566
1621,1.3525608777999878,1.354920506477356
1622,1.352860689163208,1.3552205562591553
1623,1.3531609773635864,1.3555206060409546
1624,1.3534611463546753,1.355820655822754
1625,1.3537609577178955,1.3561207056045532
1626,1.3540611267089844,1.3564207553863525
1627,1.3543610572814941,1.3567208051681519
1628,1.3546611070632935,1.3570208549499512
1629,1.3549612760543823,1.3573209047317505
1630,1.3552613258361816,1.3576209545135498
1631,1.355561375617981,1.3579210042953491
1632,1.3558615446090698,1.3582210540771484
1633,1.35616135597229,1.3585211038589478
1634,1.356461524963379,1.358821153640747
1635,1.3567614555358887,1.3591212034225464
1636,1.357061505317688,1.3594212532043457
1637,1.3573616743087769,1.359721302986145
1638,1.357661485671997,1.3600213527679443
1639,1.3579617738723755,1.3603214025497437
1640,1.3582619428634644,1.360621452331543
1641,1.3585617542266846,1.3609215021133423
1642,1.3588619232177734,1.3612215518951416
1643,1.3591618537902832,1.361521601676941
1644,1.3594619035720825,1.3618216514587402
1645,1.3597620725631714,1.3621217012405396
1646,1.3600621223449707,1.3624217510223389
1647,1.36036217212677,1.3627218008041382
1648,1.3606623411178589,1.3630218505859375
1649,1.360962152481079,1.3633219003677368
1650,1.361262321472168,1.3636219501495361
1651,1.3615622520446777,1.3639219999313354
1652,1.361862301826477,1.3642220497131348
1653,1.362162470817566,1.364522099494934
1654,1.3624622821807861,1.3648221492767334
1655,1.3627625703811646,1.3651221990585327
1656,1.3630627393722534,1.365422248840332
1657,1.3633625507354736,1.3657222986221313
1658,1.3636627197265625,1.3660223484039307
1659,1.3639626502990723,1.36632239818573
1660,1.3642627000808716,1.3666224479675293
1661,1.3645628690719604,1.3669224977493286
1662,1.3648629188537598,1.367222547531128
1663,1.365162968635559,1.3675225973129272
1664,1.365463137626648,1.3678226470947266
1665,1.3657629489898682,1.3681226968765259
1666,1.366063117980957,1.3684227466583252
1667,1.3663630485534668,1.3687227964401245
1668,1.3666630983352661,1.3690228462219238
1669,1.366963267326355,1.3693228960037231
1670,1.3672630786895752,1.3696229457855225
1671,1.3675633668899536,1.3699229955673218
1672,1.3678635358810425,1.370223045349121
1673,1.3681633472442627,1.3705230951309204
1674,1.3684635162353516,1.3708231449127197
1675,1.3687634468078613,1.371123194694519
1676,1.3690634965896606,1.3714232444763184
1677,1.3693636655807495,1.3717232942581177
1678,1.3696637153625488,1.372023344039917
1679,1.3699637651443481,1.3723233938217163
1680,1.370263934135437,1.3726234436035156
1681,1.3705637454986572,1.372923493385315
1682,1.370863914489746,1.3732235431671143
1683,1.3711638450622559,1.3735235929489136
1684,1.3714638948440552,1.373823642730713
1685,1.371764063835144,1.3741236925125122
1686,1.3720638751983643,1.3744237422943115
1687,1.3723641633987427,1.3747237920761108
1688,1.3726643323898315,1.3750238418579102
1689,1.3729641437530518,1.3753238916397095
1690,1.3732643127441406,1.3756239414215088
1691,1.3735642433166504,1.375923991203308
1692,1.3738642930984497,1.3762240409851074
1693,1.3741644620895386,1.3765240907669067
1694,1.374464511871338,1.376824140548706
1695,1.3747645616531372,1.3771241903305054
1696,1.375064730644226,1.3774242401123047
1697,1.3753645420074463,1.377724289894104
1698,1.3756647109985352,1.3780243396759033
1699,1.375964641571045,1.3783243894577026
1700,1.3762646913528442,1.378624439239502
1701,1.376564860343933,1.3789244890213013
1702,1.3768646717071533,1.3792245388031006
1703,1.3771649599075317,1.3795245885849
1704,1.3774651288986206,1.3798246383666992
1705,1.3777649402618408,1.3801246881484985
1706,1.3780651092529297,1.3804247379302979
1707,1.3783650398254395,1.3807247877120972
1708,1.3786650896072388,1.3810248374938965
1709,1.3789652585983276,1.3813248872756958
1710,1.379265308380127,1.3816249370574951
1711,1.3795653581619263,1.3819249868392944
1712,1.3798655271530151,1.3822250366210938
1713,1.3801653385162354,1.382525086402893
1714,1.3804655075073242,1.3828251361846924
1715,1.380765438079834,1.3831251859664917
1716,1.3810654878616333,1.383425235748291
1717,1.3813656568527222,1.3837252855300903
1718,1.3816654682159424,1.3840253353118896
1719,1.3819657564163208,1.384325385093689
1720,1.3822659254074097,1.3846254348754883
1721,1.3825657367706299,1.3849254846572876
1722,1.3828659057617188,1.385225534439087
1723,1.3831658363342285,1.3855255842208862
1724,1.3834658861160278,1.3858256340026855
1725,1.3837660551071167,1.3861256837844849
1726,1.384066104888916,1.3864257335662842
1727,1.3843661546707153,1.3867257833480835
1728,1.3846663236618042,1.3870258331298828
1729,1.3849661350250244,1.3873258829116821
1730,1.3852663040161133,1.3876259326934814
1731,1.385566234588623,1.3879259824752808
1732,1.3858662843704224,1.38822603225708
1733,1.3861664533615112,1.3885260820388794
1734,1.3864662647247314,1.3888261318206787
1735,1.3867665529251099,1.389126181602478
1736,1.3870667219161987,1.3894262313842773
1737,1.387366533279419,1.3897262811660767
1738,1.3876667022705078,1.390026330947876
1739,1.3879666328430176,1.3903263807296753
1740,1.388266682624817,1.3906264305114746
1741,1.3885668516159058,1.390926480293274
1742,1.388866901397705,1.3912265300750732
1743,1.3891669511795044,1.3915265798568726
1744,1.3894671201705933,1.3918266296386719
1745,1.3897669315338135,1.3921266794204712
1746,1.3900671005249023,1.3924267292022705
1747,1.390367031097412,1.3927267789840698
1748,1.3906670808792114,1.3930268287658691
1749,1.3909672498703003,1.3933268785476685
1750,1.3912670612335205,1.3936269283294678
1751,1.391567349433899,1.393926978111267
1752,1.3918675184249878,1.3942270278930664
1753,1.392167329788208,1.3945270776748657
1754,1.3924674987792969,1.394827127456665
1755,1.3927674293518066,1.3951271772384644
1756,1.393067479133606,1.3954272270202637
1757,1.3933676481246948,1.395727276802063
1758,1.3936676979064941,1.3960273265838623
1759,1.3939677476882935,1.3963273763656616
1760,1.3942679166793823,1.396627426147461
1761,1.3945677280426025,1.3969274759292603
1762,1.3948678970336914,1.3972275257110596
1763,1.3951678276062012,1.3975275754928589
1764,1.3954678773880005,1.3978276252746582
1765,1.3957680463790894,1.3981276750564575
1766,1.3960678577423096,1.3984277248382568
1767,1.396368145942688,1.3987277746200562
1768,1.3966683149337769,1.3990278244018555
1769,1.396968126296997,1.3993278741836548
1770,1.397268295288086,1.399627923965454
1771,1.3975682258605957,1.3999279737472534
1772,1.397868275642395,1.4002280235290527
1773,1.3981684446334839,1.400528073310852
1774,1.3984684944152832,1.4008281230926514
1775,1.3987685441970825,1.4011281728744507
1776,1.3990687131881714,1.40142822265625
1777,1.3993685245513916,1.4017282724380493
1778,1.3996686935424805,1.4020283222198486
1779,1.3999686241149902,1.402328372001648
1780,1.4002686738967896,1.4026284217834473
1781,1.4005688428878784,1.4029284715652466
1782,1.4008686542510986,1.403228521347046
1783,1.401168942451477,1.4035285711288452
1784,1.401469111442566,1.4038286209106445
1785,1.4017689228057861,1.4041286706924438
1786,1.402069091796875,1.4044287204742432
1787,1.4023690223693848,1.4047287702560425
1788,1.402669072151184,1.4050288200378418
1789,1.402969241142273,1.4053288698196411
1790,1.4032692909240723,1.4056289196014404
1791,1.4035693407058716,1.4059289693832397
1792,1.4038695096969604,1.406229019165039
1793,1.4041693210601807,1.4065290689468384
1794,1.4044694900512695,1.4068291187286377
1795,1.4047694206237793,1.407129168510437
1796,1.4050694704055786,1.4074292182922363
1797,1.4053696393966675,1.4077292680740356
1798,1.4056694507598877,1.408029317855835
1799,1.4059697389602661,1.4083293676376343
1800,1.406269907951355,1.4086294174194336
1801,1.4065697193145752,1.408929467201233
1802,1.406869888305664,1.4092295169830322
1803,1.4071698188781738,1.4095295667648315
1804,1.4074698686599731,1.4098296165466309
1805,1.407770037651062,1.4101296663284302
1806,1.4080700874328613,1.4104297161102295
1807,1.4083701372146606,1.4107297658920288
1808,1.4086703062057495,1.4110298156738281
1809,1.4089701175689697,1.4113298654556274
1810,1.4092702865600586,1.4116299152374268
1811,1.4095702171325684,1.411929965019226
1812,1.4098702669143677,1.4122300148010254
1813,1.4101704359054565,1.4125300645828247
1814,1.4104702472686768,1.412830114364624
1815,1.4107705354690552,1.4131301641464233
1816,1.411070704460144,1.4134302139282227
1817,1.4113705158233643,1.413730263710022
1818,1.4116706848144531,1.4140303134918213
1819,1.411970615386963,1.4143303632736206
1820,1.4122706651687622,1.41463041305542
1821,1.412570834159851,1.4149304628372192
1822,1.4128708839416504,1.4152305126190186
1823,1.4131709337234497,1.4155305624008179
1824,1.4134711027145386,1.4158306121826172
1825,1.4137709140777588,1.4161306619644165
1826,1.4140710830688477,1.4164307117462158
1827,1.4143710136413574,1.4167307615280151
1828,1.4146710634231567,1.4170308113098145
1829,1.4149712324142456,1.4173308610916138
1830,1.4152710437774658,1.417630910873413
1831,1.4155713319778442,1.4179309606552124
1832,1.415871500968933,1.4182310104370117
1833,1.4161713123321533,1.418531060218811
1834,1.4164714813232422,1.4188311100006104
1835,1.416771411895752,1.4191311597824097
1836,1.4170714616775513,1.419431209564209
1837,1.4173716306686401,1.4197312593460083
1838,1.4176716804504395,1.4200313091278076
1839,1.4179717302322388,1.420331358909607
1840,1.4182718992233276,1.4206314086914062
1841,1.4185717105865479,1.4209314584732056
1842,1.4188718795776367,1.4212315082550049
1843,1.4191718101501465,1.4215315580368042
1844,1.4194718599319458,1.4218316078186035
1845,1.4197720289230347,1.4221316576004028
1846,1.4200718402862549,1.4224317073822021
1847,1.4203721284866333,1.4227317571640015
1848,1.4206722974777222,1.4230318069458008
1849,1.4209721088409424,1.4233318567276
1850,1.4212722778320312,1.4236319065093994
1851,1.421572208404541,1.4239319562911987
1852,1.4218722581863403,1.424232006072998
1853,1.4221724271774292,1.4245320558547974
1854,1.4224724769592285,1.4248321056365967
1855,1.4227725267410278,1.425132155418396
1856,1.4230726957321167,1.4254322052001953
1857,1.423372507095337,1.4257322549819946
1858,1.4236726760864258,1.426032304763794
1859,1.4239726066589355,1.4263323545455933
1860,1.4242726564407349,1.4266324043273926
1861,1.4245728254318237,1.426932454109192
1862,1.424872636795044,1.4272325038909912
1863,1.4251729249954224,1.4275325536727905
1864,1.4254730939865112,1.4278326034545898
1865,1.4257729053497314,1.4281326532363892
1866,1.4260730743408203,1.4284327030181885
1867,1.42637300491333,1.4287327527999878
1868,1.4266730546951294,1.429032802581787
1869,1.4269732236862183,1.4293328523635864
1870,1.4272732734680176,1.4296329021453857
1871,1.427573323249817,1.429932951927185
1872,1.4278734922409058,1.4302330017089844
1873,1.428173303604126,1.4305330514907837
1874,1.4284734725952148,1.430833101272583
1875,1.4287734031677246,1.4311331510543823
1876,1.429073452949524,1.4314332008361816
1877,1.4293736219406128,1.431733250617981
1878,1.429673433303833,1.4320333003997803
1879,1.4299737215042114,1.4323333501815796
1880,1.4302738904953003,1.432633399963379
1881,1.4305737018585205,1.4329334497451782
1882,1.4308738708496094,1.4332334995269775
1883,1.4311738014221191,1.4335335493087769
1884,1.4314738512039185,1.4338335990905762
1885,1.4317740201950073,1.4341336488723755
1886,1.4320740699768066,1.4344336986541748
1887,1.432374119758606,1.4347337484359741
1888,1.4326742887496948,1.4350337982177734
1889,1.432974100112915,1.4353338479995728
1890,1.433274269104004,1.435633897781372
1891,1.4335741996765137,1.4359339475631714
1892,1.433874249458313,1.4362339973449707
1893,1.4341744184494019,1.43653404712677
1894,1.434474229812622,1.4368340969085693
1895,1.4347745180130005,1.4371341466903687
1896,1.4350746870040894,1.437434196472168
1897,1.4353744983673096,1.4377342462539673
1898,1.4356746673583984,1.4380342960357666
1899,1.4359745979309082,1.438334345817566
1900,1.4362746477127075,1.4386343955993652
1901,1.4365748167037964,1.4389344453811646
1902,1.4368748664855957,1.4392344951629639
1903,1.437174916267395,1.4395345449447632
1904,1.4374750852584839,1.4398345947265625
1905,1.437774896621704,1.4401346445083618
1906,1.438075065612793,1.4404346942901611
1907,1.4383749961853027,1.4407347440719604
1908,1.438675045967102,1.4410347938537598
1909,1.438975214958191,1.441334843635559
1910,1.4392750263214111,1.4416348934173584
1911,1.4395753145217896,1.4419349431991577
1912,1.4398754835128784,1.442234992980957
1913,1.4401752948760986,1.4425350427627563
1914,1.4404754638671875,1.4428350925445557
1915,1.4407753944396973,1.443135142326355
1916,1.4410754442214966,1.4434351921081543
1917,1.4413756132125854,1.4437352418899536
1918,1.4416756629943848,1.444035291671753
1919,1.441975712776184,1.4443353414535522
1920,1.442275881767273,1.4446353912353516
1921,1.4425756931304932,1.4449354410171509
1922,1.442875862121582,1.4452354907989502
1923,1.4431757926940918,1.4455355405807495
1924,1.4434758424758911,1.4458355903625488
1925,1.44377601146698,1.4461356401443481
1926,1.4440758228302002,1.4464356899261475
1927,1.4443761110305786,1.4467357397079468
1928,1.4446762800216675,1.447035789489746
1929,1.4449760913848877,1.4473358392715454
1930,1.4452762603759766,1.4476358890533447
1931,1.4455761909484863,1.447935938835144
1932,1.4458762407302856,1.4482359886169434
1933,1.4461764097213745,1.4485360383987427
1934,1.4464764595031738,1.448836088180542
1935,1.4467765092849731,1.4491361379623413
1936,1.447076678276062,1.4494361877441406
1937,1.4473764896392822,1.44973623752594
1938,1.447676658630371,1.4500362873077393
1939,1.4479765892028809,1.4503363370895386
1940,1.4482766389846802,1.450636386871338
1941,1.448576807975769,1.4509364366531372
1942,1.4488766193389893,1.4512364864349365
1943,1.4491769075393677,1.4515365362167358
1944,1.4494770765304565,1.4518365859985352
1945,1.4497768878936768,1.4521366357803345
1946,1.4500770568847656,1.4524366855621338
1947,1.4503769874572754,1.452736735343933
1948,1.4506770372390747,1.4530367851257324
1949,1.4509772062301636,1.4533368349075317
1950,1.451277256011963,1.453636884689331
1951,1.4515773057937622,1.4539369344711304
1952,1.451877474784851,1.4542369842529297
1953,1.4521772861480713,1.454537034034729
1954,1.4524774551391602,1.4548370838165283
1955,1.45277738571167,1.4551371335983276
1956,1.4530774354934692,1.455437183380127
1957,1.453377604484558,1.4557372331619263
1958,1.4536774158477783,1.4560372829437256
1959,1.4539777040481567,1.456337332725525
1960,1.4542778730392456,1.4566373825073242
1961,1.4545776844024658,1.4569374322891235
1962,1.4548778533935547,1.4572374820709229
1963,1.4551777839660645,1.4575375318527222
1964,1.4554778337478638,1.4578375816345215
1965,1.4557780027389526,1.4581376314163208
1966,1.456078052520752,1.4584376811981201
1967,1.4563781023025513,1.4587377309799194
1968,1.4566782712936401,1.4590377807617188
1969,1.4569780826568604,1.459337830543518
1970,1.4572782516479492,1.4596378803253174
1971,1.457578182220459,1.4599379301071167
1972,1.4578782320022583,1.460237979888916
1973,1.4581784009933472,1.4605380296707153
1974,1.4584782123565674,1.4608380794525146
1975,1.4587785005569458,1.461138129234314
1976,1.4590786695480347,1.4614381790161133
1977,1.4593784809112549,1.4617382287979126
1978,1.4596786499023438,1.462038278579712
1979,1.4599785804748535,1.4623383283615112
1980,1.4602786302566528,1.4626383781433105
1981,1.4605787992477417,1.4629384279251099
1982,1.460878849029541,1.4632384777069092
1983,1.4611788988113403,1.4635385274887085
1984,1.4614790678024292,1.4638385772705078
1985,1.4617788791656494,1.4641386270523071
1986,1.4620790481567383,1.4644386768341064
1987,1.462378978729248,1.4647387266159058
1988,1.4626790285110474,1.465038776397705
1989,1.4629791975021362,1.4653388261795044
1990,1.4632790088653564,1.4656388759613037
1991,1.4635792970657349,1.465938925743103
1992,1.4638794660568237,1.4662389755249023
1993,1.464179277420044,1.4665390253067017
1994,1.4644794464111328,1.466839075088501
1995,1.4647793769836426,1.4671391248703003
1996,1.465079426765442,1.4674391746520996
1997,1.4653795957565308,1.467739224433899
1998,1.46567964553833,1.4680392742156982
1999,1.4659796953201294,1.4683393239974976
