Step,Tag,Cortisol,Serotonin,Health,Energy,Anxiety,Threshold
305,Stress,0.4793090343475342,0.0800000011920929,0.10000000149011612,6.947348594665527,0.17484062910079956,4.242763864994049
306,Stress,0.4838297367095947,0.0800000011920929,0.10000000149011612,6.936394691467285,0.19691120088100433,4.2246810555458065
307,Stress,0.4883459091186524,0.0800000011920929,0.10000000149011612,6.925508499145508,0.18342894315719604,4.206616365909576
308,Stress,0.4928575992584229,0.0800000011920929,0.10000000149011612,6.915665149688721,0.19066743552684784,4.188569605350494
309,Stress,0.49736475944519043,0.0800000011920929,0.10000000149011612,6.905735015869141,0.207785964012146,4.170540964603424
310,Stress,0.5018674373626709,0.0800000011920929,0.10000000149011612,6.898362636566162,0.19947636127471924,4.152530252933502
311,Stress,0.5053618431091309,0.0800000011920929,0.10000000149011612,6.889904499053955,0.2011006772518158,4.138552629947662
312,Stress,0.5088457584381104,0.0800000011920929,0.10000000149011612,6.881112575531006,0.19587743282318115,4.124616968631743
313,Stress,0.5123192310333252,0.0800000011920929,0.10000000149011612,6.872851848602295,0.2333332896232605,4.110723078250885
314,Stress,0.5157822608947754,0.0800000011920929,0.10000000149011612,6.8645477294921875,0.242160826921463,4.096870958805084
315,Stress,0.5192349433898926,0.0800000011920929,0.10000000149011612,6.854865074157715,0.23016014695167542,4.083060228824615
316,Stress,0.5237157344818115,0.0800000011920929,0.10000000149011612,6.844899654388428,0.21503140032291412,4.065137064456939
317,Stress,0.5281920433044434,0.0800000011920929,0.10000000149011612,6.83343505859375,0.22726669907569885,4.047231829166412
318,Stress,0.5326638698577881,0.0800000011920929,0.10000000149011612,6.824737071990967,0.24901770055294037,4.029344522953033
319,Stress,0.5371312141418457,0.0800000011920929,0.10000000149011612,6.8137922286987305,0.2670384347438812,4.011475145816803
320,Stress,0.541594123840332,0.0800000011920929,0.10000000149011612,6.804439544677734,0.23609183728694916,3.9936235070228574
321,Stress,0.5460525512695312,0.0800000011920929,0.10000000149011612,6.794503688812256,0.20915044844150543,3.9757897973060605
322,Stress,0.5505065441131592,0.0800000011920929,0.10000000149011612,6.7836761474609375,0.2435554563999176,3.9579738259315485
323,Stress,0.5549560546875,0.0800000011920929,0.10000000149011612,6.7740278244018555,0.22349148988723755,3.9401757836341855
324,Stress,0.5594011306762695,0.0800000011920929,0.10000000149011612,6.764399528503418,0.2193301022052765,3.9223954796791074
325,Stress,0.5638417720794678,0.0800000011920929,0.10000000149011612,6.755588054656982,0.19984865188598633,3.904632914066314
326,Stress,0.5682779788970947,0.0800000011920929,0.10000000149011612,6.747204780578613,0.2578066885471344,3.8868880867958064
327,Stress,0.5727097511291505,0.0800000011920929,0.10000000149011612,6.740858554840088,0.20992261171340942,3.8691609978675836
328,Stress,0.5759916305541992,0.0800000011920929,0.10000000149011612,6.731905937194824,0.22801059484481812,3.8560334801673886
329,Stress,0.5792636394500733,0.0800000011920929,0.10000000149011612,6.72109317779541,0.24079208076000214,3.842945444583892
330,Stress,0.5825258731842041,0.0800000011920929,0.10000000149011612,6.711274147033691,0.25739702582359314,3.829896509647369
331,Stress,0.5869433879852295,0.0800000011920929,0.10000000149011612,6.702023983001709,0.21558016538619995,3.8122264504432675
332,Stress,0.5913564682006837,0.0800000011920929,0.10000000149011612,6.691776275634766,0.19958901405334473,3.794574129581451
333,Stress,0.5957651615142823,0.0800000011920929,0.10000000149011612,6.680315017700195,0.22664949297904968,3.7769393563270564
334,Stress,0.6001694202423096,0.0800000011920929,0.10000000149011612,6.670526027679443,0.17968004941940308,3.759322321414947
335,Stress,0.6045692920684815,0.0800000011920929,0.10000000149011612,6.660661697387695,0.2665672302246094,3.7417228341102593
336,Stress,0.6089647293090821,0.0800000011920929,0.10000000149011612,6.6515960693359375,0.25069984793663025,3.724141085147857
337,Stress,0.6121378421783448,0.0800000011920929,0.10000000149011612,6.642497539520264,0.2570234537124634,3.7114486336708064
338,Stress,0.6153014183044434,0.0800000011920929,0.10000000149011612,6.6315202713012695,0.20183409750461578,3.698794329166412
339,Stress,0.6196861267089844,0.0800000011920929,0.10000000149011612,6.62193489074707,0.21083709597587585,3.681255495548248
340,Stress,0.62406644821167,0.0800000011920929,0.10000000149011612,6.611170291900635,0.2310069054365158,3.6637342095375054
341,Stress,0.6284424304962158,0.0800000011920929,0.10000000149011612,6.60128116607666,0.19969047605991364,3.646230280399322
342,Stress,0.6328140258789063,0.0800000011920929,0.10000000149011612,6.590523719787598,0.22960171103477478,3.62874389886856
343,Stress,0.6371812343597413,0.0800000011920929,0.10000000149011612,6.579507350921631,0.2094440758228302,3.6112750649452203
344,Stress,0.6415441036224365,0.0800000011920929,0.10000000149011612,6.569183349609375,0.21485482156276703,3.5938235878944393
345,Stress,0.6459025859832764,0.0800000011920929,0.10000000149011612,6.5595879554748535,0.2129002809524536,3.5763896584510797
346,Stress,0.6502567291259767,0.0800000011920929,0.10000000149011612,6.547709941864014,0.23802876472473145,3.558973085880279
347,Stress,0.6546064853668213,0.0800000011920929,0.10000000149011612,6.536750793457031,0.2699796259403229,3.5415740609169
348,Stress,0.6589519023895264,0.0800000011920929,0.10000000149011612,6.528073787689209,0.2447374314069748,3.52419239282608
349,Stress,0.6619750499725342,0.0800000011920929,0.10000000149011612,6.519603252410889,0.203462153673172,3.5120998024940486
350,Stress,0.666313123703003,0.0800000011920929,0.10000000149011612,6.509304046630859,0.2816786766052246,3.4947475075721735
351,Stress,0.6706468582153321,0.0800000011920929,0.10000000149011612,6.501837730407715,0.21835851669311523,3.477412569522857
352,Stress,0.6749762535095215,0.0800000011920929,0.10000000149011612,6.492155075073242,0.2302573025226593,3.4600949883460994
353,Stress,0.6793013095855713,0.0800000011920929,0.10000000149011612,6.4817399978637695,0.23308804631233215,3.4427947640419
354,Stress,0.6836220264434815,0.0800000011920929,0.10000000149011612,6.470933437347412,0.23922944068908691,3.4255118966102596
355,Stress,0.6879384517669678,0.0800000011920929,0.10000000149011612,6.463293552398682,0.2531379163265228,3.4082461953163143
356,Stress,0.6908746242523194,0.0800000011920929,0.10000000149011612,6.4538893699646,0.24642005562782288,3.396501505374908
357,Stress,0.69380202293396,0.0800000011920929,0.10000000149011612,6.444253921508789,0.2208322435617447,3.3847919106483455
358,Stress,0.6967206001281738,0.0800000011920929,0.10000000149011612,6.431225776672363,0.25252237915992737,3.37311760187149
359,Stress,0.7010239124298097,0.0800000011920929,0.10000000149011612,6.419467449188232,0.21407601237297058,3.355904352664947
360,Stress,0.7053229331970216,0.0800000011920929,0.10000000149011612,6.408536434173584,0.26438310742378235,3.3387082695960992
361,Stress,0.7096176147460938,0.0800000011920929,0.10000000149011612,6.39735746383667,0.24200411140918732,3.3215295433998104
362,Stress,0.7139080047607422,0.0800000011920929,0.10000000149011612,6.386861801147461,0.24915382266044617,3.3043679833412165
363,Stress,0.7181941032409669,0.0800000011920929,0.10000000149011612,6.378305912017822,0.22041770815849304,3.287223589420318
364,Stress,0.7224759578704835,0.0800000011920929,0.10000000149011612,6.3684587478637695,0.1914229691028595,3.2700961709022516
365,Stress,0.7267535209655762,0.0800000011920929,0.10000000149011612,6.357663154602051,0.23721098899841309,3.2529859185218806
366,Stress,0.7310267925262451,0.0800000011920929,0.10000000149011612,6.346474647521973,0.24385538697242737,3.235892832279205
367,Stress,0.7338336944580078,0.0800000011920929,0.10000000149011612,6.337328910827637,0.19487184286117554,3.224665224552154
368,Stress,0.7380999088287354,0.0800000011920929,0.10000000149011612,6.327733993530273,0.21269917488098145,3.2076003670692437
369,Stress,0.7423618316650391,0.0800000011920929,0.10000000149011612,6.317611217498779,0.24649778008460999,3.190552675724029
370,Stress,0.7466195106506348,0.0800000011920929,0.10000000149011612,6.306340217590332,0.2603638172149658,3.173521959781646
371,Stress,0.7508728981018067,0.0800000011920929,0.10000000149011612,6.295535087585449,0.23924541473388672,3.1565084099769587
372,Stress,0.7551220417022706,0.0800000011920929,0.10000000149011612,6.2853007316589355,0.19679269194602966,3.139511835575103
373,Stress,0.7593669414520264,0.0800000011920929,0.10000000149011612,6.275629997253418,0.22784525156021118,3.1225322365760797
374,Stress,0.7636075973510743,0.0800000011920929,0.10000000149011612,6.265890121459961,0.24179157614707947,3.105569612979888
375,Stress,0.7678440093994141,0.0800000011920929,0.10000000149011612,6.256645202636719,0.21464413404464722,3.088623964786529
376,Stress,0.7720761775970459,0.0800000011920929,0.10000000149011612,6.247462272644043,0.2022256702184677,3.0716952919960017
377,Stress,0.7763041496276856,0.0800000011920929,0.10000000149011612,6.2407426834106445,0.21261964738368988,3.054783403873443
378,Stress,0.7805278778076172,0.0800000011920929,0.10000000149011612,6.231815814971924,0.22280199825763702,3.0378884911537165
379,Stress,0.7847473621368408,0.0800000011920929,0.10000000149011612,6.223282814025879,0.21597279608249664,3.021010553836822
380,Stress,0.7889626502990723,0.0800000011920929,0.10000000149011612,6.211858749389648,0.2191791832447052,3.004149401187896
381,Stress,0.7931736946105957,0.0800000011920929,0.10000000149011612,6.202215671539307,0.2224336862564087,2.9873052239418025
382,Stress,0.797380542755127,0.0800000011920929,0.10000000149011612,6.192082405090332,0.2485249638557434,2.9704778313636773
383,Stress,0.801583194732666,0.0800000011920929,0.10000000149011612,6.184022426605225,0.1931229680776596,2.9536672234535213
384,Stress,0.8057816505432129,0.0800000011920929,0.10000000149011612,6.174983978271484,0.24521052837371826,2.9368734002113337
385,Stress,0.8099759101867676,0.0800000011920929,0.10000000149011612,6.163512229919434,0.22882002592086792,2.920096361637115
386,Stress,0.8141659736633301,0.0800000011920929,0.10000000149011612,6.154250144958496,0.21811623871326447,2.903336107730865
387,Stress,0.8167234420776368,0.0800000011920929,0.10000000149011612,6.143830299377441,0.23389984667301178,2.893106234073638
388,Stress,0.8192732810974122,0.0800000011920929,0.10000000149011612,6.133229732513428,0.2701152563095093,2.882906877994537
389,Stress,0.8218154907226562,0.0800000011920929,0.10000000149011612,6.122194290161133,0.21330149471759796,2.8727380394935604
390,Stress,0.8243500709533692,0.0800000011920929,0.10000000149011612,6.110404014587402,0.2204979956150055,2.8625997185707086
391,Stress,0.8268770217895508,0.0800000011920929,0.10000000149011612,6.0992631912231445,0.23448775708675385,2.852491915225982
392,Stress,0.8293964385986329,0.0800000011920929,0.10000000149011612,6.086585998535156,0.2541411519050598,2.842414247989654
393,Stress,0.8319082260131836,0.0800000011920929,0.10000000149011612,6.074927806854248,0.2659652829170227,2.832367098331451
394,Stress,0.8344124794006348,0.0800000011920929,0.10000000149011612,6.0665106773376465,0.2647008001804352,2.8223500847816463
395,Stress,0.8369091987609864,0.0800000011920929,0.10000000149011612,6.059652805328369,0.24038532376289368,2.81236320734024
396,Stress,0.83939847946167,0.0800000011920929,0.10000000149011612,6.054912567138672,0.2480287402868271,2.8024060845375054
397,Stress,0.8418803215026855,0.0800000011920929,0.10000000149011612,6.051825523376465,0.204803466796875,2.7924787163734432
398,Stress,0.8443547248840333,0.0800000011920929,0.10000000149011612,6.050539493560791,0.2039877474308014,2.7825811028480523
399,Stress,0.8468216896057129,0.0800000011920929,0.10000000149011612,6.048712730407715,0.24039506912231445,2.772713243961334
400,Recovery,0.8492812156677246,0.0800000011920929,0.10000000149011612,6.047740936279297,0.2132216840982437,2.762875139713287
401,Recovery,0.8534319877624512,0.0800000011920929,0.10000000149011612,6.046789169311523,0.06530311703681946,2.7462720513343806
402,Recovery,0.8558716773986816,0.0800000011920929,0.10000000149011612,6.045858383178711,0.06110107898712158,2.736513292789459
403,Recovery,0.8583040237426758,0.0800000011920929,0.10000000149011612,6.045302867889404,0.05790858715772629,2.7267839074134823
404,Recovery,0.8607291221618653,0.0800000011920929,0.10000000149011612,6.044381141662598,0.05929544195532799,2.7170835137367244
405,Recovery,0.8631469726562501,0.0800000011920929,0.10000000149011612,6.044898986816406,0.058929119259119034,2.707412111759185
406,Recovery,0.8655575752258301,0.0800000011920929,0.10000000149011612,6.045416355133057,0.05914612114429474,2.697769701480865
407,Recovery,0.8679609298706055,0.0800000011920929,0.10000000149011612,6.045927047729492,0.060236856341362,2.6881562829017636
408,Recovery,0.8703570365905762,0.0800000011920929,0.10000000149011612,6.0471367835998535,0.06439865380525589,2.6785718560218807
409,Recovery,0.8727459907531738,0.0800000011920929,0.10000000149011612,6.046209812164307,0.060291703790426254,2.66901603937149
410,Recovery,0.8751277923583984,0.0800000011920929,0.10000000149011612,6.044254779815674,0.05041652172803879,2.6594888329505917
411,Recovery,0.87750244140625,0.0800000011920929,0.10000000149011612,6.043376922607422,0.0505543127655983,2.6499902367591854
412,Recovery,0.8798699378967285,0.0800000011920929,0.10000000149011612,6.041781425476074,0.05037161707878113,2.6405202507972714
413,Recovery,0.882230281829834,0.0800000011920929,0.10000000149011612,6.040533065795898,0.052689358592033386,2.6310788750648495
414,Recovery,0.8845835685729981,0.0800000011920929,0.10000000149011612,6.0406928062438965,0.05867788940668106,2.621665728092193
415,Recovery,0.8869297981262207,0.0800000011920929,0.10000000149011612,6.041200637817383,0.060991376638412476,2.6122808098793024
416,Recovery,0.889268970489502,0.0800000011920929,0.10000000149011612,6.041330814361572,0.06443220376968384,2.6029241204261773
417,Recovery,0.8916011810302735,0.0800000011920929,0.10000000149011612,6.038222312927246,0.06561914086341858,2.5935952782630913
418,Recovery,0.8939263343811036,0.0800000011920929,0.10000000149011612,6.034041404724121,0.06411226093769073,2.584294664859771
419,Recovery,0.8962445259094238,0.0800000011920929,0.10000000149011612,6.02949857711792,0.06483090668916702,2.57502189874649
420,Recovery,0.8985557556152344,0.0800000011920929,0.10000000149011612,6.025672435760498,0.06537465006113052,2.565776979923248
421,Recovery,0.9008601188659668,0.0800000011920929,0.10000000149011612,6.020775318145752,0.06380590796470642,2.556559526920318
422,Recovery,0.9049592971801759,0.0800000011920929,0.10000000149011612,6.015181064605713,0.05941033735871315,2.540162813663482
423,Recovery,0.9090543746948243,0.0800000011920929,0.10000000149011612,6.0106520652771,0.062024831771850586,2.523782503604888
424,Recovery,0.9131453514099122,0.0800000011920929,0.10000000149011612,6.006837368011475,0.06292165815830231,2.507418596744537
425,Recovery,0.9172322273254395,0.0800000011920929,0.10000000149011612,6.003028392791748,0.061706628650426865,2.4910710930824274
426,Recovery,0.9194805145263673,0.0800000011920929,0.10000000149011612,5.999237537384033,0.05815468728542328,2.4820779442787164
427,Recovery,0.9217220306396485,0.0800000011920929,0.10000000149011612,5.9954657554626465,0.05428008362650871,2.4731118798255913
428,Recovery,0.9239568710327148,0.0800000011920929,0.10000000149011612,5.992430686950684,0.05092155933380127,2.464172518253326
429,Recovery,0.9261850357055664,0.0800000011920929,0.10000000149011612,5.990482330322266,0.048944298177957535,2.4552598595619197
430,Recovery,0.9284065246582032,0.0800000011920929,0.10000000149011612,5.990347385406494,0.04575085639953613,2.4463739037513728
431,Recovery,0.9306213378906251,0.0800000011920929,0.10000000149011612,5.989871978759766,0.04198356345295906,2.437514650821685
432,Recovery,0.9328294754028321,0.0800000011920929,0.10000000149011612,5.990468978881836,0.043063193559646606,2.428682100772857
433,Recovery,0.9368967056274414,0.0800000011920929,0.10000000149011612,5.9917893409729,0.04218092933297157,2.4124131798744197
434,Recovery,0.9409598350524903,0.0800000011920929,0.10000000149011612,5.992360591888428,0.048182543367147446,2.3961606621742244
435,Recovery,0.9450188636779786,0.0800000011920929,0.10000000149011612,5.991868019104004,0.04549042508006096,2.379924547672271
436,Recovery,0.949073886871338,0.0800000011920929,0.10000000149011612,5.992456436157227,0.044656671583652496,2.3637044548988335
437,Recovery,0.9531248092651368,0.0800000011920929,0.10000000149011612,5.994106769561768,0.04809549078345299,2.3475007653236384
438,Recovery,0.9552654266357422,0.0800000011920929,0.10000000149011612,5.997188568115234,0.04922224208712578,2.3389382958412166
439,Recovery,0.9573996543884278,0.0800000011920929,0.10000000149011612,5.999552249908447,0.04921811819076538,2.3304013848304743
440,Recovery,0.9595274925231934,0.0800000011920929,0.10000000149011612,6.001539707183838,0.05241543427109718,2.321890032291412
441,Recovery,0.9616489410400391,0.0800000011920929,0.10000000149011612,6.004944324493408,0.056681737303733826,2.313404238224029
442,Recovery,0.9637639999389649,0.0800000011920929,0.10000000149011612,6.0080389976501465,0.04664527624845505,2.304944002628326
443,Recovery,0.9658726692199707,0.0800000011920929,0.10000000149011612,6.0111589431762695,0.041597504168748856,2.2965093255043025
444,Recovery,0.9679750442504883,0.0800000011920929,0.10000000149011612,6.013570785522461,0.039391279220581055,2.288099825382232
445,Recovery,0.9700711250305176,0.0800000011920929,0.10000000149011612,6.015974521636963,0.041142627596855164,2.279715502262115
446,Recovery,0.9721609115600587,0.0800000011920929,0.10000000149011612,6.017996788024902,0.04564227908849716,2.2713563561439507
447,Recovery,0.9742444038391114,0.0800000011920929,0.10000000149011612,6.020007133483887,0.047848179936409,2.26302238702774
448,Recovery,0.9763216972351074,0.0800000011920929,0.10000000149011612,6.02165412902832,0.048606231808662415,2.2547132134437557
449,Recovery,0.9783926963806153,0.0800000011920929,0.10000000149011612,6.02294921875,0.04724276810884476,2.246429216861724
450,Recovery,0.9804574966430665,0.0800000011920929,0.10000000149011612,6.024253845214844,0.04531548544764519,2.2381700158119195
451,Recovery,0.982516098022461,0.0800000011920929,0.10000000149011612,6.024500370025635,0.041261039674282074,2.2299356102943415
452,Recovery,0.9865336418151855,0.0800000011920929,0.10000000149011612,6.024037837982178,0.03948356211185455,2.2138654351234432
453,Recovery,0.9905471801757812,0.0800000011920929,0.10000000149011612,6.022850036621094,0.04066375270485878,2.1978112816810604
454,Recovery,0.9945566177368165,0.0800000011920929,0.10000000149011612,6.0220160484313965,0.04183916747570038,2.1817735314369195
455,Recovery,0.9985620498657227,0.0800000011920929,0.10000000149011612,6.020810604095459,0.04414527118206024,2.1657518029212945
456,Recovery,1.0,0.0800000011920929,0.10000000149011612,6.018137454986572,0.05026482418179512,2.1600000023841854
457,Recovery,1.0,0.0800000011920929,0.10000000149011612,6.016876220703125,0.05538054183125496,2.1600000023841854
458,Recovery,1.0,0.0800000011920929,0.10000000149011612,6.015603065490723,0.057809725403785706,2.1600000023841854
459,Recovery,1.0,0.0800000011920929,0.10000000149011612,6.014303207397461,0.06283862888813019,2.1600000023841854
460,Recovery,1.0,0.0800000011920929,0.10000000149011612,6.012640476226807,0.06380961835384369,2.1600000023841854
461,Recovery,1.0,0.0800000011920929,0.10000000149011612,6.011343002319336,0.06269851326942444,2.1600000023841854
462,Recovery,1.0,0.0800000011920929,0.10000000149011612,6.010382652282715,0.06701751798391342,2.1600000023841854
463,Recovery,1.0,0.0800000011920929,0.10000000149011612,6.009032249450684,0.07325533032417297,2.1600000023841854
464,Recovery,1.0,0.0800000011920929,0.10000000149011612,6.006932258605957,0.07936716824769974,2.1600000023841854
465,Recovery,1.0,0.0800000011920929,0.10000000149011612,6.0051655769348145,0.08462915569543839,2.1600000023841854
466,Recovery,1.0,0.0800000011920929,0.10000000149011612,6.002664089202881,0.08766595274209976,2.1600000023841854
467,Recovery,1.0,0.0800000011920929,0.10000000149011612,6.000871181488037,0.08990693092346191,2.1600000023841854
468,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.99658727645874,0.08494611084461212,2.1600000023841854
469,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.992313385009766,0.08268992602825165,2.1600000023841854
470,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.987676620483398,0.08375053852796555,2.1600000023841854
471,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.984127998352051,0.08151067793369293,2.1600000023841854
472,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.981703281402588,0.07252548635005951,2.1600000023841854
473,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.979644775390625,0.07100065052509308,2.1600000023841854
474,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.977217674255371,0.07285675406455994,2.1600000023841854
475,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.975130081176758,0.07694758474826813,2.1600000023841854
476,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.973011493682861,0.08306767791509628,2.1600000023841854
477,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.970180034637451,0.08193496614694595,2.1600000023841854
478,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.968475341796875,0.07223882526159286,2.1600000023841854
479,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.966480731964111,0.05821656435728073,2.1600000023841854
480,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.9623613357543945,0.05200566351413727,2.1600000023841854
481,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.9567952156066895,0.05387347936630249,2.1600000023841854
482,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.952651023864746,0.056921862065792084,2.1600000023841854
483,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.9495768547058105,0.05858679488301277,2.1600000023841854
484,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.946882724761963,0.05436583608388901,2.1600000023841854
485,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.944899559020996,0.05595552921295166,2.1600000023841854
486,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.941841125488281,0.055549561977386475,2.1600000023841854
487,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.938040256500244,0.060048967599868774,2.1600000023841854
488,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.933518409729004,0.060683391988277435,2.1600000023841854
489,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.928291320800781,0.05792032927274704,2.1600000023841854
490,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.924155235290527,0.055379532277584076,2.1600000023841854
491,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.92108678817749,0.057388633489608765,2.1600000023841854
492,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.920175552368164,0.057227615267038345,2.1600000023841854
493,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.918933391571045,0.05147318169474602,2.1600000023841854
494,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.9159064292907715,0.04920739307999611,2.1600000023841854
495,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.912868976593018,0.051152974367141724,2.1600000023841854
496,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.910913467407227,0.05055053159594536,2.1600000023841854
497,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.910400390625,0.049396343529224396,2.1600000023841854
498,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.910253524780273,0.04811912402510643,2.1600000023841854
499,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.9090375900268555,0.04632279649376869,2.1600000023841854
500,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.907115459442139,0.043762948364019394,2.1600000023841854
501,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.905904769897461,0.045278485864400864,2.1600000023841854
502,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.905055046081543,0.0449884869158268,2.1600000023841854
503,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.904201984405518,0.04548123478889465,2.1600000023841854
504,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.903732776641846,0.04076781123876572,2.1600000023841854
505,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.903628349304199,0.03963428735733032,2.1600000023841854
506,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.903164386749268,0.039574913680553436,2.1600000023841854
507,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.90162467956543,0.039285559207201004,2.1600000023841854
508,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.899720191955566,0.04015110433101654,2.1600000023841854
509,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.897806167602539,0.04234377667307854,2.1600000023841854
510,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.896606922149658,0.04286496341228485,2.1600000023841854
511,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.8961262702941895,0.0430741012096405,2.1600000023841854
512,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.897083282470703,0.042816322296857834,2.1600000023841854
513,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.896955966949463,0.04418963938951492,2.1600000023841854
514,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.8968505859375,0.03980930522084236,2.1600000023841854
515,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.896403789520264,0.03624642640352249,2.1600000023841854
516,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.897401809692383,0.034698136150836945,2.1600000023841854
517,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.8976922035217285,0.032598596066236496,2.1600000023841854
518,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.896541118621826,0.03330045938491821,2.1600000023841854
519,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.895740509033203,0.035132937133312225,2.1600000023841854
520,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.894928455352783,0.03729083016514778,2.1600000023841854
521,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.894464015960693,0.039862632751464844,2.1600000023841854
522,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.89471435546875,0.04047343134880066,2.1600000023841854
523,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.893881320953369,0.04169875383377075,2.1600000023841854
524,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.89126443862915,0.038872454315423965,2.1600000023841854
525,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.888629913330078,0.04264625906944275,2.1600000023841854
526,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.885258674621582,0.046058423817157745,2.1600000023841854
527,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.8825860023498535,0.05015317350625992,2.1600000023841854
528,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.880976676940918,0.0530778206884861,2.1600000023841854
529,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.879715919494629,0.05528435483574867,2.1600000023841854
530,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.878439426422119,0.05839649215340614,2.1600000023841854
531,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.877151966094971,0.06063992157578468,2.1600000023841854
532,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.875514507293701,0.05868688225746155,2.1600000023841854
533,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.875300884246826,0.061554402112960815,2.1600000023841854
534,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.875802040100098,0.062223974615335464,2.1600000023841854
535,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.877023220062256,0.061912424862384796,2.1600000023841854
536,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.877889633178711,0.06105400621891022,2.1600000023841854
537,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.879127025604248,0.05878136307001114,2.1600000023841854
538,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.8821611404418945,0.05895429849624634,2.1600000023841854
539,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.884867191314697,0.05247902870178223,2.1600000023841854
540,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.887589454650879,0.0492313914000988,2.1600000023841854
541,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.888157367706299,0.04892797768115997,2.1600000023841854
542,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.888714790344238,0.050977881997823715,2.1600000023841854
543,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.891046524047852,0.0555189773440361,2.1600000023841854
544,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.892320156097412,0.051551152020692825,2.1600000023841854
545,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.894318103790283,0.05030256509780884,2.1600000023841854
546,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.893457412719727,0.04705967754125595,2.1600000023841854
547,Recovery,1.0,0.0800000011920929,0.10000000149011612,5.892204761505127,0.05367550998926163,2.1600000023841854
